tier,segment,segment_name,market_role,market_metro,name,city,state,rating,reviews,relevance_score,status,website,phone,address,editorial_summary,google_primary_type,query_angle,company_id
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,TopShot Events LLC,Dallas,TX,4.9,116,70,prospect,http://www.topshot-events.com/,(469) 560-5560,"8330 Lyndon B Johnson Fwy Suite B610, Dallas, TX 75243, USA",,,,36ad2286-4d93-4298-a2ed-32d95cf524a4
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Haven Escape Travel,Franklin,TN,5,114,70,prospect,http://www.havenescapetravel.com/,(615) 300-0550,"440 Pearre Springs Way, Franklin, TN 37064, USA",,,,7325c124-e223-476c-a66a-7295c6a50521
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,"Très CHIC Event Planning & Design - Miramar, FL",Miramar,FL,5,111,80,prospect,https://treschiceventplanning.com/,(954) 517-1818,"18741 SW 39th Ct, Miramar, FL 33029, USA",,,,fd409039-0080-44ce-809c-afbc31f51809
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Pedal Party Houston,Houston,TX,4.3,111,70,prospect,http://www.pedalpartyhouston.com/,(832) 429-6977,"2000 Edwards St B, Houston, TX 77007, USA",,,,49ae425e-3526-4ce5-854d-0250c64b0597
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,"TRACEY NICOLL'S LIMOUSINE & HUMMER RENTALS IN NEW ORLEANS - Kenner, Louisiana",New Orleans,LA,4.9,110,70,prospect,https://www.neworleanshummerlimousine.com/,(504) 258-7799,"4200 Euphrosine St, New Orleans, LA 70125, USA",,,,b2abab7d-fa5b-45a6-a5fb-2b21d04b0b26
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Double Blessing Events LLC,Dallas,TX,4.9,110,70,prospect,http://www.doubleblessingevents.com/,(214) 773-5887,"350 North St. Paul Street, Dallas, TX 75201, USA",,,,7e142814-a282-4c88-895c-528711f515ab
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Pure Party Bus,Mableton,GA,4.7,108,70,prospect,https://purepartybus.com/,(888) 487-5992,"1000 Veterans Memorial Hwy SW, Mableton, GA 30126, USA",,,,dab7e8e9-8752-44ab-a658-a4264c7bde65
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Take My Hand Proposals,Nashville,TN,5,108,70,prospect,http://www.takemyhandproposals.com/,(615) 852-6791,"3706 Hillsboro Pike, Nashville, TN 37215, USA",,,,3d4eb901-b2bf-4497-a079-67afd7fe7a47
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,NOLA DMC,New Orleans,LA,5,108,70,prospect,https://www.noladmc.com/?utm_source=google&utm_medium=gbph&utm_campaign=nola&utm_term=organictraffic,(504) 267-0662,"3715 Iberville St, New Orleans, LA 70119, USA",,,,c9c57b88-5e85-4fa0-81d1-f20191fa4fdf
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Your Personal Travel Agent with Dream Vacations,Houston,TX,4.9,107,70,prospect,https://yourpersonaltravelagent.campsite.bio/,(713) 322-5946,"BY APPOINTMENT ONLY, 8990 Kirby Dr Ste. 220, Houston, TX 77054, USA",,,,1bc97668-a12d-4400-8185-f577bf1e624e
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Southern Culinary Tours,Atlanta,GA,4.8,106,70,prospect,https://southernculinarytours.com/,(404) 590-5278,"781 Peachtree St NE, Atlanta, GA 30308, USA",,,,b45186d6-42a4-4388-8b06-11078d6502b5
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Legendary Strikes Mobile Bowling & Gaming Truck,Atlanta,GA,4.7,106,70,prospect,https://legendarystrikes.com/,,"2002 Summit Blvd NE, Atlanta, GA 30319, USA",,,,2ca5f191-1ce1-4fd1-8c6f-9ddf98298267
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Bham Eat Drink Ride Party Bus Food Tour,Birmingham,AL,4.7,106,70,prospect,https://comediennejoy.com/,(205) 482-6999,"Milo’s, 208 State Farm Pkwy, Birmingham, AL 35209, USA",,,,b2e881ef-743e-4a9a-b447-274516765ced
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Southwestern Travel,Nashville,TN,4.5,106,70,prospect,http://southwesterntravel.com/,(800) 222-4441,"2451 Atrium Way, Nashville, TN 37214, USA",,,,82a1e64d-f6f3-4ecc-b0d4-cd72fe44e876
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Birmingham Ghosts: Ghost Tours and Haunted Pub Crawls,Birmingham,AL,4.9,104,70,prospect,https://usghostadventures.com/birmingham-ghost-tour/?utm_medium=organic&utm_source=google&utm_campaign=gmb_birmingham,(205) 774-3231,"Linn Park, 20th St N, Birmingham, AL 35203, USA",,,,35b3bc68-5ce1-45f4-90aa-51c8a6b4b96d
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Keestone Events,Dallas,TX,5,104,70,prospect,https://keestoneevents.com/,(469) 322-9470,"2431 Shorecrest Dr Suite C4, Dallas, TX 75235, USA",,,,0457b98e-4d50-44b0-92a7-c0932550f758
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,GoGo Party Bus - World's Premier Party Bus Rentals,Mableton,GA,4.8,101,70,prospect,http://www.gogopartybus.com/,(770) 672-0351,"97 Veterans Memorial Hwy SE, Mableton, GA 30126, USA",,,,8d5db6a8-8f5d-4438-a565-651d32ee2baf
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Campbell Travel,Dallas,TX,4.9,101,70,prospect,http://www.campbelltravel.com/,(972) 850-2201,"5050 Quorum Dr Ste 700, Dallas, TX 75254, USA",,,,5e3a50a5-4211-4bdd-9e10-d6cf51fe13a8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Mingle 30A,Santa Rosa Beach,FL,5,100,80,prospect,http://www.mingle30a.com/,(850) 399-4040,"66 Gordonia Wy Suite 200, Santa Rosa Beach, FL 32459, USA",,,,166498de-f8a2-45b7-a436-254716c1e49e
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Lady Ashley Party Planning,Boca Raton,FL,5,100,80,prospect,http://ladyashleypartyplanning.com/?utm_source=gmb&utm_medium=referral,(561) 542-2296,"17734 Raintree Terrace, Boca Raton, FL 33487, USA",,,,af15f5d5-2e96-402f-9d32-69051bea98dc
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Perfectly Planned Events LLC,Panama City,FL,5,98,80,prospect,http://perfectlyplannedeventsllc.com/,(850) 366-2522,"1813 E 5th St, Panama City, FL 32401, USA",,,,5af41ffd-16d4-48f9-9af6-0325569a6a97
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,"Exclusive Dates, LLC",Atlanta,GA,4.9,96,70,prospect,http://www.myexclusivedates.com/,(404) 446-1070,"3379 Peachtree Rd NE #555, Atlanta, GA 30326, USA",,,,0591e2d2-c4e0-405e-bcf3-69c37aa4c104
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,PartyGeenius Party Boutique & Balloon Bar,Dallas,TX,4.9,96,70,prospect,https://www.partygeenius.com/,(469) 248-2877,"3401 Main St suite a, Dallas, TX 75226, USA",,,,61197b3b-5ef6-4bef-8cab-76ea0811f91f
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Adventures By Ellen - Dream Vacations,Birmingham,AL,5,94,70,prospect,https://ebryant.dreamvacations.com/,(205) 862-0811,"By Appt Only, 4900 Sicard Hollow Rd, Birmingham, AL 35242, USA",,,,1e2b2b13-80b9-4169-9ffe-87463f3d3dbc
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Amore Beach Weddings,Miramar Beach,FL,4.5,93,80,prospect,http://bchwed.com/,(850) 347-5656,"11275 US-98 Suite 6-222, Miramar Beach, FL 32550, USA",,,,eea7a4df-1c1f-4b2d-aa40-188c846dbed4
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Bevē Curated,Nashville,TN,5,92,70,prospect,http://www.bevecurated.com/,(629) 245-2515,"1504 Demonbreun St, Nashville, TN 37203, USA",,,,6e89b4ce-d598-47d0-8248-9a5d42fe2e44
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,30A Luxury Vacations,,FL,4.5,91,80,prospect,https://www.30aluxuryvacations.com/?utm_source=google&utm_medium=organic&utm_campaign=local,(850) 745-2951,"10952 E County Hwy 30A D, Inlet Beach, FL 32461, USA",,,,1c014c79-0786-4148-a734-2eca5465cf9d
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Laura Burchfield Events,Atlanta,GA,5,90,70,prospect,https://lauraburchfieldevents.com/,(770) 262-3245,"1054 St Charles Ave NE, Atlanta, GA 30306, USA",,,,48d4ec1d-72f1-4f28-82ec-18a476f9fd14
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,"In An Instant, LLC",Woodstock,GA,5,87,70,prospect,http://www.inaninstantevents.com/,(678) 910-9093,"902 W Oaks Dr, Woodstock, GA 30188, USA",,,,25562fe4-5add-437e-bb38-053ab9717a94
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Beach Beginnings,Panama City Beach,FL,4.8,86,80,prospect,https://beachbeginnings.com/,(850) 596-2319,"91 Windridge Ct, Panama City Beach, FL 32413, USA",,,,31f4a255-55f5-44a0-a2ca-0cfc0a2c33ae
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Forever I Do Weddings,Fort Walton Beach,FL,4.8,85,80,prospect,http://www.foreveridoweddings.com/,(850) 314-9448,"436a Racetrack Rd NW, Fort Walton Beach, FL 32547, USA",,,,62efda31-fa83-467b-8333-e20c9c870c85
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Got Your Bash - Party Planning Company,Carrollton,TX,4.4,85,70,prospect,http://gotyourbash.com/,,"2611 Westgrove Dr Suite 113, Carrollton, TX 75006, USA",,,,ed929333-4737-498c-8659-6729ebe2b101
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Travel Spectrum,Stafford,TX,4.8,81,70,prospect,http://www.travelspectrumonline.com/,(281) 491-0903,"4800 Sugar Grove Blvd Suite 142, Stafford, TX 77477, USA",,,,33725d6f-3cd5-4ac2-a51b-675e54c333cd
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Southern Frills Weddings & Events,Pensacola,FL,5,78,80,prospect,http://www.southernfrillsevents.com/,(850) 382-2448,"1300 W Garden St, Pensacola, FL 32502, USA",,,,a6464a30-85c8-4d01-913e-cde6c09de653
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Sugar Beach Weddings - Destin Florida,Destin,FL,4.7,72,80,prospect,https://www.sugarbeachweddings.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,(850) 687-4020,"3695 Scenic Hwy 98 UNIT 1104, Destin, FL 32541, USA",,,,abe9d22b-45ee-435c-a6b4-1a487b42ab2d
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Truly Yours Event Planning,St. Petersburg,FL,5,71,80,prospect,http://trulyyourseventplanning.net/,(727) 220-1219,"233 3rd St N, St. Petersburg, FL 33701, USA",,,,dcf16f88-22af-4b66-857b-abca8ed999b8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Island Sands Beach Weddings,Miramar Beach,FL,4.4,70,80,prospect,http://www.islandsandsbeachweddings.com/,(850) 974-0921,"1096 Scenic Gulf Dr, Miramar Beach, FL 32550, USA",,,,8aa99cab-7f25-4f90-86a2-056bab194e09
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Hidden History Tours,New Orleans,LA,5,70,70,prospect,http://www.hiddenhistory.us/#_=_,(504) 432-9901,"1132 Arabella St, New Orleans, LA 70115, USA",,,,98b9b9f9-b58e-4486-8d71-f2ae0531c2bd
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,"Beautiful World Events, Inc.",Marietta,GA,4.9,67,70,prospect,http://beautifulworldevents.com/,(678) 457-8457,"1148 JVL Ct #130, Marietta, GA 30066, USA",,,,6dc098b1-d8f8-4dbf-b264-88619a017148
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,La Vie New Orleans Private Tours,New Orleans,LA,5,67,70,prospect,http://privatetoursneworleans.com/,(504) 957-1761,"710 Royal St, New Orleans, LA 70116, USA",,,,afc64285-a478-4bf7-8bd0-38eea3012a36
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,ACCENT New Orleans | Event Planning & Destination Management,New Orleans,LA,4.9,66,70,prospect,https://www.accent-dmc.com/,(504) 524-1227,"4300 S Carrollton Ave, New Orleans, LA 70119, USA",,,,a2bead51-6695-40ed-a9fa-81bff7b50c6a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Sparkle and Swag,Metairie,LA,4.9,66,70,prospect,http://sparkleandswag.com/,(504) 510-5838,"508 Metairie Rd, Metairie, LA 70005, USA",,,,e7b4badc-060a-46e1-861c-33275bdd6493
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Sapphire Sky Events,Cumming,GA,4.9,64,70,prospect,https://www.sapphireskyevents.com/,(470) 664-6444,"2575 Business Dr, Cumming, GA 30028, USA",,,,93edea8f-d1fb-442e-9c0a-9671cb37e04c
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Created With Love Events,Atlanta,GA,4.7,61,70,prospect,https://createdwithloveevents.com/,(770) 360-8888,"800 Battery Ave SE Suite 100, Atlanta, GA 30339, USA",,,,ba3a2813-754f-4ce3-a983-a8837b7c0bc6
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Belle Events formerly Belle of the Ball,Houston,TX,4.9,61,70,prospect,http://www.belleevents.com/,(832) 282-0693,"8582 Katy Fwy Suite #250, Houston, TX 77024, USA",,,,c63dba92-6ff3-4c78-9555-ebf8da77ffce
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Pop Parties,Dallas,TX,5,60,70,prospect,http://www.popparties.com/,(214) 940-8705,"4001 McEwen Rd Suite 420, Dallas, TX 75244, USA",,,,44f99701-65f0-4f6e-bf78-a5ae7c7b85dc
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Prolific Escapes Travel Agency,Dallas,TX,4.8,60,70,prospect,https://www.prolificescapes.com/,(213) 602-8035,"539 W Commerce St #2292, Dallas, TX 75208, USA",,,,ea0bf3fa-6a22-4ceb-be3a-d5d9cbf01c99
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,850 Event Rentals,Santa Rosa Beach,FL,4.7,59,80,prospect,http://850eventrentals.com/,(850) 399-1660,"316 S Co Hwy 83, Santa Rosa Beach, FL 32459, USA",,,,57bda5f3-35d2-4f72-a766-eed8924b0512
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Stephanie Verrmar Event Co.,Hollywood,FL,4.9,59,80,prospect,http://www.stephanieverrmar.com/,(305) 999-5356,"3325 Hollywood Blvd Suite 203, Hollywood, FL 33021, USA",,,,ce734d25-096b-42a1-941d-ced863d9591f
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Tours New Orleans,New Orleans,LA,5,59,70,prospect,https://www.toursneworleans.com/,(504) 237-2403,"613 Decatur St, New Orleans, LA 70130, USA",,,,a271ba4d-57d0-4905-80d1-b485f8c2fa5d
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,KK Travels Worldwide,Atlanta,GA,4.8,58,70,prospect,http://kktww.com/,(404) 458-6800,"Northwest, 3060 Peachtree Rd #180, Atlanta, GA 30305, USA",,,,2ece37de-b1b3-446e-9653-e2f91840bf27
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Houston Soirée,Houston,TX,5,58,70,prospect,http://www.houstonsoiree.showit.site/,(512) 755-0179,"717 Texas Ave Suite 1200, Houston, TX 77002, USA",,,,a572b6a4-bf20-45c1-8f91-d7ae19c0d91e
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Fantasy Face Artistry,Franklin,TN,5,57,70,prospect,http://www.fantasyfaceartistry.com/,(615) 403-0050,"336 Riverbend Dr, Franklin, TN 37064, USA",,,,4db07c4e-0df5-49d8-9d75-1f09b22033c1
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Loose Ends Event Design Inc.,Houston,TX,5,57,70,prospect,http://looseendseventdesign.com/,(979) 709-2502,"2519 Stevens St, Houston, TX 77026, USA",,,,7bdf5917-80b7-4b3f-aea3-0de3c52733be
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,OneTouch Events LLC,Atlanta,GA,4.9,56,70,prospect,http://www.onetoucheventsllc.com/,(404) 913-0080,"2275 Marietta Blvd NW Suite 270-210, Atlanta, GA 30318, USA",,,,df62fe87-52a2-470c-af01-e37a9d3a7f3e
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Simply Chic Soirées,Austell,GA,4.9,56,70,prospect,http://scsforyou2.com/,(678) 596-9225,"second floor, 5000 Austell Powder Springs Rd Suite 237, Austell, GA 30106, USA",,,,b9bd20ce-d525-463c-8faf-4cea601e8b77
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Swoozie's,Atlanta,GA,4.3,55,70,prospect,http://www.swoozies.com/,(404) 748-1686,"4285 Roswell Rd NE #10, Atlanta, GA 30342, USA",,,,84e294d2-9ade-4b10-bc8a-39fcf57ed5e8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Rachel Willis Events,Farmers Branch,TX,5,54,70,prospect,http://www.rachelwillisevents.com/,(469) 834-8647,"4100 Spring Valley Rd Suite 915, Farmers Branch, TX 75244, USA",,,,cb08cbf9-ba65-4720-89b0-6052ad2f1398
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Nola Detours,New Orleans,LA,4.9,53,70,prospect,http://www.noladetours.com/,(504) 228-7134,"926 Esplanade Ave, New Orleans, LA 70116, USA",,,,b2e5029e-e394-407d-a82f-e987227c8e03
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,SALTY Beach Setups,Santa Rosa Beach,FL,4.7,52,80,prospect,https://www.saltygirlsbeachsetups.com/,(850) 979-4479,"1414 County Hwy 283 S Suite D, Santa Rosa Beach, FL 32459, USA",,,,7dc84160-0d11-477f-9419-d7cc4606acb2
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Ooh La La Weddings & Events,Santa Rosa,CA,4.5,52,80,prospect,http://www.oohlalaweddings.com/,(707) 206-2400,"Santa Rosa, CA 95404, USA",,,,b4d7de40-28d7-4d7e-9ba4-eee303ceab12
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Markwood Magic,Marietta,GA,5,52,70,prospect,https://www.markwoodmagic.com/,(404) 507-2997,"1204 Ashley Lake Dr, Marietta, GA 30062, USA",,,,0a001958-b91b-4284-a7c9-108d5981134f
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,"Laurie D'Anne Events, LLC",Nashville,TN,5,52,70,prospect,https://www.lauriedeanneevents.com/,(615) 830-0549,"630 Hamilton Ave, Nashville, TN 37203, USA",,,,eb56d6d2-3cf9-447a-83d6-a437f8f435c8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,WM Events,Hapeville,GA,5,51,70,prospect,https://www.wmevents.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(678) 251-6363,"280 Mount Zion Rd, Hapeville, GA 30354, USA",,,,581baa88-9e80-4d2b-861c-515f4dec12af
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Legendary Events,Atlanta,GA,4.5,51,70,prospect,http://www.legendaryevents.com/,(404) 869-8858,"3379 Peachtree Rd NE #925, Atlanta, GA 30326, USA",,,,d0e44a70-a1a8-433d-a894-f23001c3b1aa
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Celebrate Birmingham,Homewood,AL,4.9,51,70,prospect,http://www.celebratebirmingham.com/,(205) 440-2184,"1743 Reese St, Homewood, AL 35209, USA",,,,6c899ff1-82f9-4af5-9d04-95ef156307e3
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Sarabeth and Co. - Wedding & Event Planning,Grapevine,TX,5,51,70,prospect,https://sarabethandco.com/,(214) 207-6081,"215 W College St, Grapevine, TX 76051, USA",,,,611a8a2a-9efc-4239-b28a-a060d30a0d0b
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Travigent,Dallas,TX,4.8,51,70,prospect,https://travigent.com/,(214) 412-0104,"8080 N Central Expy # 1700, Dallas, TX 75206, USA",,,,b0502909-8f10-4cae-99aa-83c7abe4d460
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Becky's Brides,Mountain Brook,AL,5,50,70,prospect,http://www.beckysbrides.com/,(205) 807-4734,"6 Office Park Cir # 218, Mountain Brook, AL 35223, USA",,,,911c6485-95f9-471a-80c2-85fc3891a462
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,"ToursbyJudy @ New York Times, Condé Nast, Frommers, Lonely Planet, TravaraTravel, PBS' World's Greatest Cemeteries, HBO",New Orleans,LA,5,50,70,prospect,http://toursbyjudy.com/,(504) 416-6666,"509 Dumaine St, New Orleans, LA 70116, USA",,,,1aa20cb2-cf28-4d5f-aa5c-d91718bf71cf
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Bach Babes,Nashville,TN,4.9,49,70,prospect,https://www.bachbabes.com/,,"1019 17th Ave S, Nashville, TN 37212, USA",,,,ee22264f-9b34-4cc1-9cd7-17c00dae3fbd
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Elite Eventz,Houston,TX,5,49,70,prospect,http://www.eliteeventz.com/,(713) 516-3409,"4040 Koehler St #4052, Houston, TX 77007, USA",,,,300c4fb4-69a5-4df3-893d-c796ceb95cd6
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,VAGABLONDE TRAVEL,Tomball,TX,4.6,49,70,prospect,http://vagablondetravel.com/trip-styling,(346) 351-5739,"11105 Cunningham Fir Trl, Tomball, TX 77375, USA",,,,6cd9a4f5-da72-478d-98cf-89527e4078a8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,"Paint And Jam, LLC",New Orleans,LA,5,47,70,prospect,http://paintandjam.com/,(225) 210-2494,"7611 Maple St, New Orleans, LA 70118, USA",,,,a403f95d-2d15-4968-ab4b-d8725fa98322
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,ShakeUp ATL,Atlanta,GA,4.8,46,70,prospect,https://www.shakeupatl.com/,(678) 267-4817,"1422 Woodmont Ln NW unit 3, Atlanta, GA 30318, USA",,,,60d51e16-7db8-4785-8825-590a5c3fa07e
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Brownell Travel,Birmingham,AL,4.3,45,70,prospect,http://www.brownelltravel.com/,(205) 802-6222,"216 Summit Blvd #220, Birmingham, AL 35243, USA",,,,26a56546-2eef-451b-ab3a-6cd5ac174043
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Luxury Lifestyles ATL,Atlanta,GA,4.9,42,70,prospect,http://www.luxurylifestylesatl.com/,(678) 592-5334,"1230 Peachtree St NE # 1900, Atlanta, GA 30309, USA",,,,60eaee7a-8e50-4d66-a093-1436054570f6
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,The Event Group HTX,Houston,TX,5,42,70,prospect,http://www.theeventgrouphtx.com/,(713) 446-2140,"18211 Treefork Ln, Houston, TX 77094, USA",,,,02b7c77c-f96f-426c-9a1d-67ab6dfaf33a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,PlanIT Events LLC,Parrish,FL,5,41,80,prospect,https://www.planiteventsllc.com/contact,(941) 685-4613,"11627 Summit Rock Ct, Parrish, FL 34219, USA",,,,bace929b-e1f9-4610-b88f-a144a0a43730
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,KIS(cubed) Events,Atlanta,GA,5,41,70,prospect,https://kiscubedevents.com/,(855) 547-2823,"616 Angier Ave NE, Atlanta, GA 30308, USA",,,,2dd5a66b-f26d-4104-9cbc-d094848d6c32
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Emily Jordan Events,Atlanta,GA,5,41,70,prospect,https://www.emilyjordanevents.com/,(678) 743-1460,"1054 St Charles Ave NE, Atlanta, GA 30306, USA",,,,79273734-c289-4472-b221-2ec76bf588a3
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Why We Live Travel,Atlanta,GA,5,41,70,prospect,https://whywelivetravel.com/,(404) 566-9025,"250 10th St NE STE 3316, Atlanta, GA 30309, USA",,,,24d6f6b6-d15c-40b6-801d-0bc3829aff4a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Sharon Carr Travel,Dallas,TX,4.4,41,70,prospect,http://www.sharoncarrtravel.com/,(800) 648-4856,"16800 Dallas Pkwy # 160, Dallas, TX 75248, USA",,,,abee5c73-6fd7-4554-82dd-df8fc3a8b5d2
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Dreamy Teepee Sleepover,Metairie,LA,5,38,70,prospect,https://www.dreamyteepee.com/,(504) 247-4960,"4504 Lorino St Suite C, Metairie, LA 70006, USA",,,,1dc4489f-6ec8-401a-8750-31e6796ea88e
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Destin Pole Parties,Destin,FL,5,37,80,prospect,http://www.destinpoleparties.com/,(850) 353-1566,"127 Harbor Blvd ste 11 b, Destin, FL 32541, USA",,,,977afde0-6bef-4ea4-81db-9d7bf80688db
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Blue Book Barkeeps,New Orleans,LA,5,37,70,prospect,https://www.bluebookbarkeeps.com/,(504) 264-1195,"8203 Zimpel St, New Orleans, LA 70118, USA",,,,b24d0f49-011b-46da-a153-476bed8beb91
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,La Rosa Negra Travel by Dreamvacations,Houston,TX,5,37,70,prospect,http://www.dreamvacations.com/gcumberbatch,(703) 389-4617,"5731 Hummingbird St, Houston, TX 77096, USA",,,,33612496-642f-4fba-9ea0-c7a08b0a93e1
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Event Bliss,Fort Lauderdale,FL,4.9,36,80,prospect,https://www.eventblissdesign.com/,(954) 463-9120,"710 NE 1st Ave., Fort Lauderdale, FL 33304, USA",,,,2edf7736-cc80-4992-80e1-45775186e0e6
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Elite Mobile Parties,Atlanta,GA,4.5,36,70,prospect,https://www.elitemobileatl.com/,(470) 397-9817,"3078 Clairmont Rd #524, Atlanta, GA 30329, USA",,,,7b9ca66e-70b7-4f53-b22d-009928dbaddc
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Cruise Planners-Clarissa Winchester & Associates,Trussville,AL,5,36,70,prospect,http://www.cooltravelmemories.com/,(205) 873-8621,"459 Main St, Trussville, AL 35173, USA",,,,23aa49e0-9551-42e3-b261-cf8dca2b1073
